metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.86371,0.8206,0.8812,0.40825,1.70171,1.20661,1.48711,0,316.4754526615143,False,1,6f88c_00000,2023-05-13_21-51-05,1683985865,316.4754526615143,23060,DaveJammin_TUF,127.0.0.1,316.4754526615143,1
0.88422,0.84901,0.90841,0.54,1.29709,0.92707,1.17015,1,83.46562004089355,False,2,6f88c_00000,2023-05-13_21-52-28,1683985948,399.94107270240784,23060,DaveJammin_TUF,127.0.0.1,399.94107270240784,2
0.88025,0.82341,0.914,0.53857,1.43034,0.89792,1.22989,2,82.0674102306366,False,3,6f88c_00000,2023-05-13_21-53-50,1683986030,482.00848293304443,23060,DaveJammin_TUF,127.0.0.1,482.00848293304443,3
0.93077,0.89267,0.95404,0.57655,1.39126,0.73209,1.20843,3,82.23547697067261,False,4,6f88c_00000,2023-05-13_21-55-12,1683986112,564.243959903717,23060,DaveJammin_TUF,127.0.0.1,564.243959903717,4
0.93251,0.89011,0.94896,0.59229,1.33031,0.70841,1.17627,4,98.92696976661682,False,5,6f88c_00000,2023-05-13_21-56-51,1683986211,663.1709296703339,23060,DaveJammin_TUF,127.0.0.1,663.1709296703339,5
0.95425,0.90877,0.96643,0.601,1.29764,0.62899,1.15948,5,91.59686827659607,False,6,6f88c_00000,2023-05-13_21-58-23,1683986303,754.7677979469299,23060,DaveJammin_TUF,127.0.0.1,754.7677979469299,6
0.95676,0.90464,0.97048,0.64544,1.20671,0.5889,1.11581,6,98.09592723846436,False,7,6f88c_00000,2023-05-13_22-00-01,1683986401,852.8637251853943,23060,DaveJammin_TUF,127.0.0.1,852.8637251853943,7
0.95664,0.91903,0.97362,0.64335,1.20224,0.55806,1.10935,7,82.48379635810852,False,8,6f88c_00000,2023-05-13_22-01-24,1683986484,935.3475215435028,23060,DaveJammin_TUF,127.0.0.1,935.3475215435028,8
0.95996,0.91907,0.97465,0.64419,1.20655,0.55431,1.10644,8,97.57165336608887,False,9,6f88c_00000,2023-05-13_22-03-01,1683986581,1032.9191749095917,23060,DaveJammin_TUF,127.0.0.1,1032.9191749095917,9
0.96239,0.93253,0.9786,0.64316,1.20819,0.533,1.1058,9,105.08992648124695,False,10,6f88c_00000,2023-05-13_22-04-46,1683986686,1138.0091013908386,23060,DaveJammin_TUF,127.0.0.1,1138.0091013908386,10
0.957174881674476,0.9041656018400205,0.9704666806428298,0.6455931722525651,,,,9,27.08411717414856,False,11,6f88c_00000,2023-05-13_22-05-13,1683986713,1165.0932185649872,23060,DaveJammin_TUF,127.0.0.1,1165.0932185649872,11
