metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.95099,0.93509,0.97754,0.64733,1.18257,0.57609,1.14591,0,281.20875692367554,False,1,f2541_00001,2023-05-14_02-07-23,1684001243,281.20875692367554,4364,DaveJammin_TUF,127.0.0.1,281.20875692367554,1
0.95632,0.92844,0.97799,0.65821,1.16853,0.56802,1.13325,1,75.58905005455017,False,2,f2541_00001,2023-05-14_02-08-38,1684001318,356.7978069782257,4364,DaveJammin_TUF,127.0.0.1,356.7978069782257,2
0.94952,0.93255,0.97741,0.65826,1.16651,0.57106,1.13161,2,73.08462572097778,False,3,f2541_00001,2023-05-14_02-09-51,1684001391,429.8824326992035,4364,DaveJammin_TUF,127.0.0.1,429.8824326992035,3
0.94658,0.93585,0.97841,0.65954,1.15964,0.55812,1.12781,3,73.1355676651001,False,4,f2541_00001,2023-05-14_02-11-04,1684001464,503.0180003643036,4364,DaveJammin_TUF,127.0.0.1,503.0180003643036,4
0.9473,0.94173,0.97952,0.6654,1.15508,0.54392,1.12306,4,73.29213070869446,False,5,f2541_00001,2023-05-14_02-12-18,1684001538,576.310131072998,4364,DaveJammin_TUF,127.0.0.1,576.310131072998,5
0.96714,0.92589,0.97851,0.66832,1.14266,0.53509,1.11814,5,85.60020589828491,False,6,f2541_00001,2023-05-14_02-13-43,1684001623,661.910336971283,4364,DaveJammin_TUF,127.0.0.1,661.910336971283,6
0.96297,0.93036,0.9797,0.67184,1.13603,0.52732,1.11597,6,85.24311947822571,False,7,f2541_00001,2023-05-14_02-15-09,1684001709,747.1534564495087,4364,DaveJammin_TUF,127.0.0.1,747.1534564495087,7
0.9561,0.93662,0.97975,0.66142,1.16108,0.52945,1.12337,7,72.80378198623657,False,8,f2541_00001,2023-05-14_02-16-21,1684001781,819.9572384357452,4364,DaveJammin_TUF,127.0.0.1,819.9572384357452,8
0.95857,0.93412,0.98006,0.66888,1.14156,0.52008,1.11648,8,86.39091610908508,False,9,f2541_00001,2023-05-14_02-17-48,1684001868,906.3481545448303,4364,DaveJammin_TUF,127.0.0.1,906.3481545448303,9
0.95736,0.93969,0.98035,0.66545,1.14707,0.52083,1.11514,9,86.64890146255493,False,10,f2541_00001,2023-05-14_02-19-14,1684001954,992.9970560073853,4364,DaveJammin_TUF,127.0.0.1,992.9970560073853,10
0.9627478753805254,0.9312596521898847,0.9797900862605804,0.6717029624930517,,,,9,23.004634141921997,False,11,f2541_00001,2023-05-14_02-19-37,1684001977,1016.0016901493073,4364,DaveJammin_TUF,127.0.0.1,1016.0016901493073,11
