metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.93272,0.85388,0.93547,0.47258,1.6002,1.09202,1.5393,0,307.1482560634613,False,1,f2541_00000,2023-05-14_01-50-47,1684000247,307.1482560634613,4364,DaveJammin_TUF,127.0.0.1,307.1482560634613,1
0.94021,0.8921,0.95626,0.57751,1.32864,0.82068,1.27184,1,73.82396578788757,False,2,f2541_00000,2023-05-14_01-52-01,1684000321,380.9722218513489,4364,DaveJammin_TUF,127.0.0.1,380.9722218513489,2
0.94195,0.90877,0.96597,0.55816,1.40405,0.78813,1.29623,2,72.19148182868958,False,3,f2541_00000,2023-05-14_01-53-13,1684000393,453.16370368003845,4364,DaveJammin_TUF,127.0.0.1,453.16370368003845,3
0.94613,0.91464,0.97109,0.61943,1.24664,0.69582,1.20765,3,72.39681053161621,False,4,f2541_00000,2023-05-14_01-54-26,1684000466,525.5605142116547,4364,DaveJammin_TUF,127.0.0.1,525.5605142116547,4
0.94292,0.92035,0.97214,0.61627,1.26923,0.66632,1.19891,4,73.39631414413452,False,5,f2541_00000,2023-05-14_01-55-39,1684000539,598.9568283557892,4364,DaveJammin_TUF,127.0.0.1,598.9568283557892,5
0.9434,0.92589,0.97229,0.62711,1.22923,0.63226,1.1749,5,73.74284195899963,False,6,f2541_00000,2023-05-14_01-56-53,1684000613,672.6996703147888,4364,DaveJammin_TUF,127.0.0.1,672.6996703147888,6
0.95062,0.92308,0.97349,0.64194,1.18208,0.62091,1.14699,6,85.64653658866882,False,7,f2541_00000,2023-05-14_01-58-18,1684000698,758.3462069034576,4364,DaveJammin_TUF,127.0.0.1,758.3462069034576,7
0.94751,0.92742,0.97477,0.63053,1.22417,0.60912,1.16982,7,72.75090479850769,False,8,f2541_00000,2023-05-14_01-59-31,1684000771,831.0971117019653,4364,DaveJammin_TUF,127.0.0.1,831.0971117019653,8
0.95427,0.92844,0.97528,0.64614,1.18963,0.59777,1.15213,8,85.937744140625,False,9,f2541_00000,2023-05-14_02-00-57,1684000857,917.0348558425903,4364,DaveJammin_TUF,127.0.0.1,917.0348558425903,9
0.95017,0.9333,0.9771,0.63647,1.20777,0.58612,1.15607,9,79.13433265686035,False,10,f2541_00000,2023-05-14_02-02-16,1684000936,996.1691884994507,4364,DaveJammin_TUF,127.0.0.1,996.1691884994507,10
0.9551192760045352,0.9279325325836953,0.9753989246703579,0.6458812738433977,,,,9,23.357867002487183,False,11,f2541_00000,2023-05-14_02-02-40,1684000960,1019.5270555019379,4364,DaveJammin_TUF,127.0.0.1,1019.5270555019379,11
