metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.96034,0.91618,0.97078,0.64096,1.22787,0.53423,1.14815,0,432.3601622581482,False,1,f69d2_00002,2023-05-13_16-12-53,1683965573,432.3601622581482,12148,DaveJammin_TUF,127.0.0.1,432.3601622581482,1
0.95429,0.92282,0.97358,0.65414,1.18215,0.52414,1.11736,1,114.90824222564697,False,2,f69d2_00002,2023-05-13_16-14-47,1683965687,547.2684044837952,12148,DaveJammin_TUF,127.0.0.1,547.2684044837952,2
0.94167,0.9117,0.96648,0.64722,1.19816,0.54965,1.13197,2,97.06003212928772,False,3,f69d2_00002,2023-05-13_16-16-25,1683965785,644.3284366130829,12148,DaveJammin_TUF,127.0.0.1,644.3284366130829,3
0.95025,0.91797,0.96948,0.63133,1.26811,0.54845,1.16827,3,117.52594113349915,False,4,f69d2_00002,2023-05-13_16-18-22,1683965902,761.854377746582,12148,DaveJammin_TUF,127.0.0.1,761.854377746582,4
0.95267,0.92487,0.97336,0.65075,1.20455,0.52399,1.1273,4,97.93271589279175,False,5,f69d2_00002,2023-05-13_16-20-00,1683966000,859.7870936393738,12148,DaveJammin_TUF,127.0.0.1,859.7870936393738,5
0.9554,0.93381,0.97626,0.63092,1.25668,0.51809,1.15725,5,119.45002841949463,False,6,f69d2_00002,2023-05-13_16-21-59,1683966119,979.2371220588684,12148,DaveJammin_TUF,127.0.0.1,979.2371220588684,6
0.95862,0.93074,0.97593,0.66591,1.16178,0.49614,1.11272,6,111.48932313919067,False,7,f69d2_00002,2023-05-13_16-23-51,1683966231,1090.726445198059,12148,DaveJammin_TUF,127.0.0.1,1090.726445198059,7
0.9568,0.92259,0.97705,0.66231,1.16956,0.49679,1.11211,7,98.40000438690186,False,8,f69d2_00002,2023-05-13_16-25-29,1683966329,1189.126449584961,12148,DaveJammin_TUF,127.0.0.1,1189.126449584961,8
0.96065,0.93049,0.97568,0.66395,1.16944,0.49414,1.12006,8,119.91260814666748,False,9,f69d2_00002,2023-05-13_16-27-29,1683966449,1309.0390577316284,12148,DaveJammin_TUF,127.0.0.1,1309.0390577316284,9
0.96059,0.92802,0.9766,0.66598,1.1692,0.48579,1.116,9,106.02561593055725,False,10,f69d2_00002,2023-05-13_16-29-15,1683966555,1415.0646736621857,12148,DaveJammin_TUF,127.0.0.1,1415.0646736621857,10
0.9602955006049062,0.9281880909787886,0.9766795054802291,0.6658322787740854,,,,9,25.572710037231445,False,11,f69d2_00002,2023-05-13_16-29-41,1683966581,1440.6373836994171,12148,DaveJammin_TUF,127.0.0.1,1440.6373836994171,11
