metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.96021,0.92614,0.97787,0.66156,1.16954,0.51801,1.12355,0,431.59474778175354,False,1,f2541_00003,2023-05-14_02-46-23,1684003583,431.59474778175354,4364,DaveJammin_TUF,127.0.0.1,431.59474778175354,1
0.96314,0.93432,0.97891,0.6621,1.16838,0.51859,1.12025,1,73.13085222244263,False,2,f2541_00003,2023-05-14_02-47-37,1684003657,504.72560000419617,4364,DaveJammin_TUF,127.0.0.1,504.72560000419617,2
0.95946,0.93742,0.97895,0.6659,1.15859,0.51382,1.11788,2,73.00832915306091,False,3,f2541_00003,2023-05-14_02-48-50,1684003730,577.7339291572571,4364,DaveJammin_TUF,127.0.0.1,577.7339291572571,3
0.96356,0.93432,0.97814,0.66361,1.1634,0.50837,1.11986,3,85.20420980453491,False,4,f2541_00003,2023-05-14_02-50-15,1684003815,662.938138961792,4364,DaveJammin_TUF,127.0.0.1,662.938138961792,4
0.96146,0.93078,0.97949,0.66096,1.1713,0.51825,1.12041,4,86.81278610229492,False,5,f2541_00003,2023-05-14_02-51-42,1684003902,749.7509250640869,4364,DaveJammin_TUF,127.0.0.1,749.7509250640869,5
0.95799,0.93585,0.97907,0.66853,1.15907,0.50501,1.11594,5,86.35250401496887,False,6,f2541_00003,2023-05-14_02-53-08,1684003988,836.1034290790558,4364,DaveJammin_TUF,127.0.0.1,836.1034290790558,6
0.95596,0.93755,0.97884,0.66607,1.16148,0.50183,1.11544,6,87.42787742614746,False,7,f2541_00003,2023-05-14_02-54-35,1684004075,923.5313065052032,4364,DaveJammin_TUF,127.0.0.1,923.5313065052032,7
0.95808,0.94047,0.97847,0.66133,1.16953,0.5065,1.12317,7,86.00163054466248,False,8,f2541_00003,2023-05-14_02-56-01,1684004161,1009.5329370498657,4364,DaveJammin_TUF,127.0.0.1,1009.5329370498657,8
0.96045,0.93611,0.97931,0.66256,1.17381,0.49832,1.12359,8,85.97614669799805,False,9,f2541_00003,2023-05-14_02-57-27,1684004247,1095.5090837478638,4364,DaveJammin_TUF,127.0.0.1,1095.5090837478638,9
0.95914,0.93592,0.97949,0.66419,1.1679,0.50131,1.11866,9,92.77740502357483,False,10,f2541_00003,2023-05-14_02-59-00,1684004340,1188.2864887714386,4364,DaveJammin_TUF,127.0.0.1,1188.2864887714386,10
0.957909664051815,0.9363930759279597,0.9790476282232242,0.6683682764832046,,,,9,22.563643217086792,False,11,f2541_00003,2023-05-14_02-59-23,1684004363,1210.8501319885254,4364,DaveJammin_TUF,127.0.0.1,1210.8501319885254,11
